underlying,expiry,strike,option_type,bid,ask,iv,open_interest,volume,trade_date
GOOGL,2025-04-18,145.0,call,30.18,31.63,0.205249,2954,464,2025-03-04
NVDA,2025-04-11,895.0,put,30.96,31.83,0.202267,1325,69,2025-03-04
MSFT,2025-03-28,435.0,put,20.52,21.14,0.201677,158,43,2025-03-06
MSFT,2025-03-28,355.0,call,59.85,62.59,0.200864,97,23,2025-03-03
AAPL,2025-04-11,210.0,put,23.53,24.56,0.177621,729,401,2025-03-07
AMZN,2025-03-14,180.0,put,0.04,0.04,0.226065,30,2,2025-03-04
AMZN,2025-03-28,195.0,call,4.34,4.45,0.209507,108,20,2025-03-05
NVDA,2025-04-04,1050.0,call,0.01,0.01,0.193318,1070,439,2025-03-07
AAPL,2025-04-04,185.0,put,3.91,3.99,0.199759,199,88,2025-03-03
GOOGL,2025-04-11,170.0,put,2.06,2.12,0.200401,2119,387,2025-03-04
GOOGL,2025-03-28,195.0,put,19.02,19.9,0.183518,533,146,2025-03-07
GOOGL,2025-03-28,175.0,call,3.79,3.88,0.203494,139,5,2025-03-05
GOOGL,2025-03-14,210.0,call,0.01,0.01,0.210685,538,268,2025-03-06
AMZN,2025-03-07,195.0,call,1.21,1.27,0.211329,443,91,2025-03-05
MSFT,2025-04-11,365.0,call,50.53,53.52,0.192347,8486,3808,2025-03-04
AMZN,2025-04-18,200.0,put,7.25,7.47,0.196132,5078,1141,2025-03-07
AAPL,2025-04-25,200.0,call,0.99,1.04,0.187945,229,75,2025-03-07
GOOGL,2025-04-18,145.0,call,30.12,31.57,0.213996,1346,802,2025-03-07
NVDA,2025-05-02,965.0,call,4.28,4.5,0.200243,89,7,2025-03-07
AMZN,2025-04-04,195.0,put,3.6,3.68,0.186753,265,40,2025-03-07
NVDA,2025-03-21,1030.0,put,148.85,156.08,0.195978,52,4,2025-03-03
AMZN,2025-04-18,170.0,put,0.09,0.09,0.204159,237,90,2025-03-07
AMZN,2025-04-25,230.0,put,32.63,34.21,0.182716,592,66,2025-03-04
AAPL,2025-04-04,190.0,call,2.74,2.81,0.214375,391,168,2025-03-05
NVDA,2025-03-14,830.0,call,45.61,47.2,0.21447,88,30,2025-03-06
GOOGL,2025-04-25,160.0,put,0.69,0.71,0.21162,230,69,2025-03-05
MSFT,2025-03-28,490.0,call,0.01,0.01,0.200198,573,128,2025-03-05
AAPL,2025-04-11,150.0,call,34.89,36.63,0.204259,310,118,2025-03-05
AAPL,2025-04-11,180.0,put,2.34,2.43,0.204703,776,223,2025-03-04
GOOGL,2025-03-14,150.0,put,0.01,0.01,0.236796,1531,413,2025-03-03
AAPL,2025-04-04,200.0,put,14.37,14.85,0.19096,3379,1433,2025-03-03
MSFT,2025-03-07,455.0,put,39.25,40.63,0.208657,568,185,2025-03-06
NVDA,2025-03-07,1005.0,put,126.26,132.64,0.216588,282,104,2025-03-03
AAPL,2025-04-25,185.0,call,6.58,6.73,0.216051,530,146,2025-03-04
NVDA,2025-04-25,765.0,call,113.62,118.58,0.198301,1826,218,2025-03-04
GOOGL,2025-04-18,155.0,call,20.74,21.56,0.227991,1429,571,2025-03-07
NVDA,2025-03-21,855.0,call,27.07,27.71,0.207432,229,1,2025-03-07
NVDA,2025-04-04,700.0,put,0.01,0.01,0.232875,202,39,2025-03-04
NVDA,2025-03-07,855.0,call,19.95,20.48,0.227094,2347,842,2025-03-06
MSFT,2025-05-02,455.0,put,38.24,39.79,0.202366,133,22,2025-03-07
GOOGL,2025-03-07,145.0,call,29.34,30.78,0.219181,119,30,2025-03-04
MSFT,2025-04-18,490.0,put,70.21,74.25,0.183281,372,140,2025-03-07
AAPL,2025-03-07,215.0,call,0.01,0.01,0.207887,1210,73,2025-03-03
AAPL,2025-04-25,205.0,put,18.66,19.36,0.178986,424,54,2025-03-05
NVDA,2025-04-18,855.0,call,38.96,40.11,0.209861,5397,219,2025-03-05
NVDA,2025-04-04,940.0,call,2.15,2.22,0.186149,465,58,2025-03-06
MSFT,2025-04-04,355.0,call,60.03,62.81,0.201434,1817,433,2025-03-06
NVDA,2025-04-25,790.0,call,90.91,94.17,0.210813,620,56,2025-03-07
AAPL,2025-04-25,175.0,call,12.68,13.11,0.212604,227,72,2025-03-06
AAPL,2025-03-07,200.0,call,0.01,0.01,0.212399,150,37,2025-03-03
AAPL,2025-03-14,165.0,call,19.86,20.6,0.24638,185,10,2025-03-04
GOOGL,2025-04-04,155.0,put,0.06,0.06,0.210704,187,12,2025-03-06
AMZN,2025-03-28,200.0,put,6.92,7.12,0.22455,294,17,2025-03-04
MSFT,2025-03-21,425.0,put,12.18,12.48,0.196048,658,32,2025-03-05
AMZN,2025-04-18,230.0,put,32.8,34.6,0.182075,47,19,2025-03-07
GOOGL,2025-03-28,200.0,put,23.89,24.91,0.1774,1069,314,2025-03-06
AMZN,2025-03-21,235.0,call,0.01,0.01,0.205372,164,36,2025-03-03
AMZN,2025-04-25,155.0,call,39.98,42.11,0.223895,715,285,2025-03-07
GOOGL,2025-03-28,210.0,call,0.01,0.01,0.204756,86,30,2025-03-05
GOOGL,2025-03-07,200.0,put,24.39,25.45,0.194573,756,182,2025-03-04
AMZN,2025-03-28,210.0,call,0.32,0.33,0.205591,1731,500,2025-03-07
GOOGL,2025-03-07,205.0,call,0.01,0.01,0.226979,314,14,2025-03-05
GOOGL,2025-03-14,155.0,call,19.8,20.59,0.22887,100,22,2025-03-05
AAPL,2025-03-07,180.0,put,0.07,0.07,0.229644,1312,91,2025-03-05
NVDA,2025-04-18,920.0,call,11.17,11.53,0.220618,961,317,2025-03-07
GOOGL,2025-03-14,210.0,call,0.01,0.01,0.198131,108,33,2025-03-04
AAPL,2025-03-14,210.0,put,24.26,25.28,0.218647,3533,668,2025-03-06
NVDA,2025-04-04,1050.0,call,0.01,0.01,0.183512,162,14,2025-03-06
GOOGL,2025-03-07,145.0,put,0.01,0.01,0.249502,78,4,2025-03-06
NVDA,2025-04-04,895.0,put,28.28,29.55,0.200493,349,165,2025-03-07
GOOGL,2025-04-04,195.0,call,0.09,0.09,0.188635,58,19,2025-03-06
AMZN,2025-03-28,190.0,put,1.6,1.66,0.205272,93,53,2025-03-07
MSFT,2025-03-28,395.0,put,1.91,1.97,0.225756,237,82,2025-03-07
NVDA,2025-03-14,1005.0,call,0.01,0.01,0.226223,568,93,2025-03-03
AMZN,2025-05-02,170.0,put,0.19,0.2,0.204053,1524,878,2025-03-07
NVDA,2025-03-14,855.0,put,2.71,2.78,0.206146,230,76,2025-03-07
AMZN,2025-04-11,220.0,put,23.48,24.51,0.167729,453,55,2025-03-07
AAPL,2025-03-28,175.0,put,0.56,0.58,0.208385,80,11,2025-03-06
AAPL,2025-03-28,200.0,call,0.24,0.25,0.188855,203,27,2025-03-04
MSFT,2025-03-07,385.0,put,0.01,0.01,0.242807,1290,191,2025-03-03
MSFT,2025-03-07,445.0,call,0.01,0.01,0.221175,168,71,2025-03-06
AAPL,2025-04-25,210.0,put,23.36,24.36,0.20019,279,23,2025-03-04
NVDA,2025-03-21,1050.0,put,167.57,178.12,0.219091,88,18,2025-03-06
AMZN,2025-03-14,160.0,call,34.34,36.1,0.231755,529,137,2025-03-04
AAPL,2025-04-25,220.0,put,32.58,34.39,0.189446,3716,818,2025-03-04
NVDA,2025-04-11,1005.0,put,121.35,128.93,0.185389,1830,579,2025-03-05
AAPL,2025-04-11,200.0,put,14.34,14.88,0.189655,96,22,2025-03-07
MSFT,2025-04-25,445.0,put,29.35,30.28,0.186174,789,424,2025-03-06
AMZN,2025-05-02,180.0,put,0.93,0.97,0.199934,192,46,2025-03-07
AAPL,2025-04-04,180.0,call,7.44,7.72,0.201124,408,13,2025-03-06
AMZN,2025-04-18,190.0,call,9.03,9.36,0.205292,73,17,2025-03-03
AMZN,2025-03-14,165.0,call,29.33,31.03,0.225104,19,6,2025-03-06
GOOGL,2025-04-18,160.0,call,16.03,16.7,0.195987,329,75,2025-03-05
MSFT,2025-04-11,435.0,call,3.58,3.68,0.186153,778,64,2025-03-04
AMZN,2025-03-21,195.0,put,3.1,3.18,0.200686,289,113,2025-03-04
NVDA,2025-04-18,985.0,put,103.05,107.23,0.189088,465,49,2025-03-05
MSFT,2025-04-25,395.0,call,26.99,27.76,0.21306,254,46,2025-03-04
GOOGL,2025-04-25,185.0,call,1.28,1.32,0.166994,164,57,2025-03-07
NVDA,2025-04-18,720.0,call,155.8,163.35,0.206869,333,36,2025-03-03
NVDA,2025-04-25,985.0,call,1.53,1.59,0.184854,270,105,2025-03-03
NVDA,2025-03-14,830.0,put,0.28,0.29,0.20705,52,8,2025-03-07
AMZN,2025-03-21,210.0,put,14.42,14.94,0.198298,259,2,2025-03-04
AAPL,2025-03-14,180.0,call,5.88,6.08,0.225053,5146,1559,2025-03-05
MSFT,2025-04-11,330.0,call,,89.29,0.196769,73,31,2025-03-05
AMZN,2025-04-04,220.0,put,23.67,24.7,0.19154,643,444,2025-03-06
GOOGL,2025-05-02,200.0,put,23.32,24.38,0.205798,4210,529,2025-03-07
GOOGL,2025-04-04,210.0,call,0.01,0.01,0.174775,163,19,2025-03-06
AAPL,2025-03-14,220.0,call,0.01,0.01,0.211697,170,35,2025-03-05
AMZN,2025-03-28,225.0,put,28.68,29.97,0.185649,360,3,2025-03-06
AMZN,2025-03-07,185.0,put,0.01,0.01,0.21437,298,14,2025-03-05
AAPL,2025-03-28,210.0,put,23.77,24.82,0.180393,42,6,2025-03-03
AAPL,2025-03-28,200.0,put,14.43,15.01,0.211269,536,129,2025-03-07
AMZN,2025-03-21,230.0,call,0.01,0.01,0.206208,250,126,2025-03-06
AAPL,2025-04-04,190.0,call,,2.39,0.197158,346,17,2025-03-06
AAPL,2025-04-11,200.0,put,14.53,15.09,0.203642,483,101,2025-03-04
MSFT,2025-03-07,330.0,put,0.01,0.01,0.247454,488,177,2025-03-04
MSFT,2025-04-25,465.0,put,46.49,48.5,0.180688,160,6,2025-03-06
NVDA,2025-04-11,810.0,put,2.39,2.48,0.199862,601,79,2025-03-05
AMZN,2025-04-04,155.0,call,39.47,41.72,0.183228,879,124,2025-03-07
AMZN,2025-03-28,155.0,put,0.01,0.01,0.230811,802,80,2025-03-05
AMZN,2025-03-21,195.0,put,3.03,3.11,0.207547,376,68,2025-03-06
AMZN,2025-05-02,185.0,call,12.81,13.29,0.190078,507,178,2025-03-07
AMZN,2025-04-04,215.0,call,0.11,0.12,0.179539,60,27,2025-03-07
GOOGL,2025-04-18,175.0,put,4.11,4.24,0.191276,612,87,2025-03-03
MSFT,2025-04-04,385.0,call,31.87,33.22,0.218068,513,170,2025-03-07
NVDA,2025-05-02,765.0,call,114.54,119.16,0.205938,1131,205,2025-03-07
NVDA,2025-03-21,985.0,put,104.76,110.48,0.195573,356,119,2025-03-03
MSFT,2025-04-04,330.0,call,83.89,88.81,0.214363,1513,55,2025-03-05
AAPL,2025-04-18,150.0,put,0.01,0.01,0.20167,56,31,2025-03-07
NVDA,2025-04-04,720.0,call,153.72,161.79,0.202415,226,40,2025-03-07
AAPL,2025-03-21,175.0,put,0.3,0.31,0.216426,1344,321,2025-03-07
AAPL,2025-04-11,165.0,put,0.32,0.34,0.233972,579,44,2025-03-03
GOOGL,2025-04-25,150.0,put,0.09,0.1,0.211165,914,285,2025-03-05
NVDA,2025-05-02,1005.0,call,1.1,1.14,0.191476,277,62,2025-03-07
MSFT,2025-04-25,445.0,call,2.61,2.71,0.17942,288,165,2025-03-05
NVDA,2025-04-04,700.0,put,0.01,0.01,0.217093,538,81,2025-03-07
AAPL,2025-04-18,210.0,call,0.19,0.2,0.192389,89,8,2025-03-04
AAPL,2025-04-04,220.0,put,33.16,35.1,0.18168,604,74,2025-03-06
AMZN,2025-04-25,170.0,call,25.63,26.94,0.207181,1290,238,2025-03-07
MSFT,2025-03-14,365.0,call,49.52,51.48,0.220811,551,41,2025-03-04
AMZN,2025-04-18,215.0,put,18.76,19.71,0.192685,93,22,2025-03-06
MSFT,2025-03-14,455.0,put,38.56,40.24,0.210148,1189,346,2025-03-04
MSFT,2025-03-14,500.0,call,0.01,0.01,0.207085,3418,902,2025-03-05
GOOGL,2025-03-14,185.0,put,9.72,10.01,0.199287,797,192,2025-03-06
GOOGL,2025-03-21,210.0,call,0.01,0.01,0.209273,53,11,2025-03-05
NVDA,2025-03-21,745.0,put,0.01,0.01,0.223323,236,75,2025-03-07
AAPL,2025-04-11,205.0,put,18.79,19.59,0.180018,215,16,2025-03-07
GOOGL,2025-04-25,200.0,call,0.16,0.17,0.187409,1055,428,2025-03-06
GOOGL,2025-03-21,200.0,put,23.98,25.05,0.20598,716,124,2025-03-03
NVDA,2025-03-28,965.0,call,0.8,0.84,0.212073,1640,730,2025-03-04
NVDA,2025-04-25,1050.0,call,0.1,0.1,0.184672,170,91,2025-03-06
AMZN,2025-04-25,220.0,call,0.31,0.33,0.186403,1353,414,2025-03-04
NVDA,2025-04-11,790.0,call,87.87,91.55,0.202791,890,62,2025-03-07
NVDA,2025-04-25,895.0,put,32.53,33.36,0.195941,151,14,2025-03-06
AMZN,2025-04-25,235.0,call,0.01,0.01,0.170705,247,25,2025-03-03
GOOGL,2025-03-07,195.0,call,0.01,0.01,0.212405,618,295,2025-03-04
AAPL,2025-04-11,155.0,put,0.03,0.04,0.233237,1031,65,2025-03-03
AMZN,2025-04-25,175.0,call,21.19,21.97,0.196113,239,36,2025-03-04
MSFT,2025-04-11,405.0,put,4.48,4.61,0.180934,2356,559,2025-03-05
AMZN,2025-03-28,220.0,put,23.75,24.91,0.208508,8800,1661,2025-03-04
NVDA,2025-03-21,1050.0,put,167.92,177.19,0.186875,215,77,2025-03-04
GOOGL,2025-04-25,180.0,put,6.67,6.92,0.17977,906,170,2025-03-06
AMZN,2025-03-21,180.0,put,0.08,0.08,0.204563,179,1,2025-03-05
AMZN,2025-04-04,205.0,put,10.24,10.55,0.193726,739,97,2025-03-06
NVDA,2025-04-25,700.0,call,175.33,184.63,0.193885,650,161,2025-03-04
AAPL,2025-03-14,215.0,call,0.01,0.01,0.199805,271,106,2025-03-03
MSFT,2025-04-04,445.0,put,29.26,30.39,0.207658,4408,61,2025-03-07
AAPL,2025-04-04,180.0,put,1.86,1.91,0.202238,442,88,2025-03-06
AAPL,2025-04-25,150.0,call,35.21,36.98,0.204868,211,37,2025-03-03
GOOGL,2025-04-25,190.0,call,1.27,1.33,0.207266,470,14,2025-03-03
MSFT,2025-03-28,475.0,call,0.02,0.02,0.190745,2668,455,2025-03-04
AMZN,2025-04-18,155.0,put,0.01,0.01,0.244369,172,28,2025-03-05
GOOGL,2025-04-25,155.0,call,20.61,21.71,0.185167,305,63,2025-03-07
NVDA,2025-03-28,1050.0,put,166.46,176.65,0.199772,373,103,2025-03-04
MSFT,2025-03-21,415.0,put,7.47,7.63,0.225044,1139,124,2025-03-04
AMZN,2025-03-14,225.0,put,29.02,30.31,0.209862,935,212,2025-03-03
AAPL,2025-04-11,160.0,call,25.3,26.34,0.202946,3030,760,2025-03-06
NVDA,2025-03-21,855.0,put,5.71,5.88,0.195861,121,20,2025-03-05
AAPL,2025-03-21,170.0,put,0.07,0.07,0.217154,123,51,2025-03-06
AMZN,2025-03-07,200.0,put,4.92,5.04,0.207425,652,142,2025-03-06
AMZN,2025-04-18,180.0,put,0.74,0.77,0.205749,504,163,2025-03-04
GOOGL,2025-04-11,190.0,put,14.29,14.78,0.18719,163,115,2025-03-04
AAPL,2025-04-25,165.0,put,0.31,0.33,0.205405,862,344,2025-03-05
GOOGL,2025-04-25,205.0,put,27.99,29.31,0.189533,306,113,2025-03-05
GOOGL,2025-03-14,145.0,call,29.44,30.88,0.22931,51,9,2025-03-06
AMZN,2025-03-28,220.0,put,23.86,24.86,0.196933,57,14,2025-03-06
AAPL,2025-04-18,155.0,call,30.07,31.72,0.194304,141,73,2025-03-07
GOOGL,2025-03-14,175.0,put,2.02,2.06,0.206439,5007,423,2025-03-06
NVDA,2025-03-21,895.0,put,24.8,25.5,0.194782,100,24,2025-03-05
NVDA,2025-03-14,920.0,put,43.95,45.25,0.20521,391,61,2025-03-06
GOOGL,2025-03-28,145.0,put,0.01,0.01,0.207673,785,129,2025-03-04
AMZN,2025-04-11,230.0,put,32.85,34.86,0.193928,216,37,2025-03-05
NVDA,2025-04-11,790.0,call,88.71,91.92,0.199783,134,9,2025-03-03
NVDA,2025-04-04,965.0,put,85.33,88.95,0.199576,1915,633,2025-03-05
GOOGL,2025-03-28,170.0,put,1.19,1.23,0.193195,2329,776,2025-03-06
NVDA,2025-04-18,700.0,put,0.02,0.02,0.223145,794,214,2025-03-07
NVDA,2025-04-25,985.0,put,102.8,107.18,0.194667,623,221,2025-03-06
AMZN,2025-04-18,170.0,call,25.64,26.68,0.198225,409,183,2025-03-03
GOOGL,2025-04-04,150.0,call,25.08,26.26,0.204673,841,448,2025-03-03
MSFT,2025-04-18,415.0,put,9.11,9.32,0.182657,667,366,2025-03-05
AAPL,2025-04-25,175.0,put,1.69,1.74,0.209685,165,17,2025-03-04
MSFT,2025-04-25,435.0,call,6.2,6.39,0.203269,1044,452,2025-03-03
AAPL,2025-04-04,165.0,put,0.11,0.11,0.21556,115,12,2025-03-05
NVDA,2025-03-28,940.0,call,1.08,1.13,0.182831,3605,847,2025-03-06
MSFT,2025-04-18,475.0,call,0.51,0.53,0.215191,406,100,2025-03-06
MSFT,2025-03-14,475.0,put,58.12,60.71,0.20236,608,61,2025-03-05
NVDA,2025-04-11,965.0,call,1.39,1.44,0.182877,1071,268,2025-03-03
NVDA,2025-04-04,1050.0,put,166.47,175.21,0.174433,622,342,2025-03-06
MSFT,2025-04-04,455.0,call,0.63,0.66,0.205808,97,14,2025-03-07
AMZN,2025-04-18,210.0,call,1.14,1.19,0.19565,1074,73,2025-03-04
GOOGL,2025-04-18,185.0,put,10.14,10.45,0.183205,798,104,2025-03-05
AAPL,2025-04-18,175.0,put,1.33,1.38,0.205325,849,186,2025-03-05
NVDA,2025-03-07,985.0,put,107.02,112.17,0.217338,1401,149,2025-03-04
MSFT,2025-04-25,330.0,call,84.96,89.55,0.195285,1031,216,2025-03-06
GOOGL,2025-04-18,150.0,put,0.05,0.05,0.209553,108,35,2025-03-07
AAPL,2025-03-28,210.0,put,23.79,25.05,0.210854,733,57,2025-03-07
MSFT,2025-03-28,465.0,call,0.09,0.09,0.200619,153,43,2025-03-06
NVDA,2025-03-14,875.0,call,12.56,12.83,0.221944,492,135,2025-03-05
NVDA,2025-05-02,830.0,put,8.93,9.31,0.208284,681,360,2025-03-07
NVDA,2025-04-04,965.0,call,1.82,1.89,0.219701,1275,201,2025-03-04
NVDA,2025-04-04,965.0,put,85.51,88.72,0.194993,186,22,2025-03-07
NVDA,2025-04-25,830.0,call,57.72,59.52,0.20914,985,126,2025-03-07
MSFT,2025-04-25,490.0,put,69.97,73.5,0.178596,3213,476,2025-03-06
AMZN,2025-04-18,155.0,call,39.73,42.14,0.230997,146,15,2025-03-05
AMZN,2025-03-14,195.0,put,2.64,2.71,0.218368,223,7,2025-03-04
NVDA,2025-04-25,790.0,call,90.82,94.11,0.192029,854,145,2025-03-03
MSFT,2025-03-21,395.0,put,1.37,1.41,0.216796,184,44,2025-03-03
AAPL,2025-03-28,170.0,put,0.18,0.19,0.202726,336,27,2025-03-03
AMZN,2025-03-28,230.0,call,0.01,0.01,0.198531,756,23,2025-03-05
GOOGL,2025-04-18,195.0,put,18.76,19.67,0.200036,66,27,2025-03-04
NVDA,2025-03-21,875.0,call,16.84,17.24,0.206174,7360,2892,2025-03-03
AMZN,2025-04-18,180.0,put,0.89,0.92,0.218718,2126,515,2025-03-05
NVDA,2025-03-28,875.0,put,16.33,16.68,0.212448,222,33,2025-03-07
NVDA,2025-03-21,745.0,call,128.33,134.73,0.228882,115,14,2025-03-06
AAPL,2025-03-07,180.0,call,5.05,5.2,0.234973,384,41,2025-03-05
GOOGL,2025-03-28,145.0,call,29.77,31.23,0.219375,632,48,2025-03-03
MSFT,2025-04-18,340.0,call,75.15,78.96,0.200209,179,107,2025-03-05
NVDA,2025-04-11,765.0,put,0.37,0.38,0.216739,190,50,2025-03-07
GOOGL,2025-04-25,205.0,put,27.97,29.32,0.163026,243,160,2025-03-07
GOOGL,2025-04-11,185.0,call,0.97,1.01,0.175524,3654,182,2025-03-05
NVDA,2025-03-28,830.0,put,3.8,3.98,0.213517,246,65,2025-03-03
AAPL,2025-03-07,210.0,call,0.01,0.01,0.213146,2178,223,2025-03-03
NVDA,2025-04-11,1030.0,put,145.95,153.55,0.192327,398,48,2025-03-04
NVDA,2025-03-28,940.0,put,62.19,65.36,0.200165,1266,231,2025-03-07
GOOGL,2025-04-04,180.0,put,6.36,6.53,0.19811,86,16,2025-03-06
GOOGL,2025-03-07,195.0,put,19.55,20.4,0.210003,105,38,2025-03-06
NVDA,2025-04-18,965.0,call,2.2,2.29,0.192936,1124,583,2025-03-06
MSFT,2025-04-04,355.0,put,0.05,0.05,0.23026,735,185,2025-03-07
GOOGL,2025-04-11,165.0,put,0.81,0.84,0.195426,1906,33,2025-03-05
NVDA,2025-04-18,1005.0,call,0.47,0.5,0.19142,646,11,2025-03-06
AAPL,2025-03-28,155.0,call,29.81,31.2,0.20605,291,44,2025-03-04
MSFT,2025-04-25,395.0,put,4.04,4.17,0.201503,434,10,2025-03-03
AAPL,2025-04-04,175.0,call,11.11,11.68,0.200825,452,162,2025-03-07
NVDA,2025-03-21,875.0,put,15.15,15.49,0.229425,339,38,2025-03-06
GOOGL,2025-03-07,200.0,put,24.37,25.41,0.195331,1743,787,2025-03-03
NVDA,2025-03-14,745.0,put,0.01,0.01,0.217899,258,6,2025-03-07
AAPL,2025-03-21,210.0,call,0.01,0.02,0.217276,1034,399,2025-03-03
AMZN,2025-03-07,230.0,call,0.01,0.01,0.21912,314,58,2025-03-03
AMZN,2025-04-18,235.0,put,37.53,39.53,0.165411,576,33,2025-03-03
AAPL,2025-03-07,200.0,put,14.67,15.22,0.220892,79,4,2025-03-05
AAPL,2025-04-18,170.0,call,15.91,16.79,0.186438,15,2,2025-03-07
NVDA,2025-03-21,700.0,call,172.06,181.38,0.213973,523,56,2025-03-03
MSFT,2025-03-21,425.0,call,4.09,4.21,0.217448,205,17,2025-03-04
MSFT,2025-03-28,395.0,put,1.72,1.77,7.667785,144,46,2025-03-05
AAPL,2025-03-28,175.0,call,11.1,11.44,0.213045,84,40,2025-03-04
AAPL,2025-03-07,155.0,call,29.31,30.81,0.224459,255,8,2025-03-04
GOOGL,2025-04-18,185.0,put,10.47,10.89,0.202206,110,32,2025-03-04
AMZN,2025-04-04,190.0,put,2.19,2.25,0.201138,709,138,2025-03-03
AAPL,2025-03-21,185.0,put,3.3,3.39,0.218153,539,16,2025-03-03
MSFT,2025-04-18,375.0,call,41.87,43.71,0.188817,213,20,2025-03-05
GOOGL,2025-03-21,195.0,put,19.27,20.01,0.21445,226,62,2025-03-07
AMZN,2025-03-07,155.0,put,0.01,0.01,0.24651,3109,989,2025-03-04
MSFT,2025-03-14,500.0,call,0.01,0.01,0.210639,4294,2036,2025-03-07
GOOGL,2025-03-07,175.0,put,1.14,1.16,0.227051,519,213,2025-03-05
MSFT,2025-04-11,395.0,call,24.37,25.1,0.206981,254,72,2025-03-07
MSFT,2025-04-25,415.0,call,13.58,13.94,0.2047,247,15,2025-03-07
MSFT,2025-04-04,375.0,put,0.38,0.39,0.210808,2879,32,2025-03-05
NVDA,2025-03-28,790.0,call,85.92,89.12,0.187399,1083,36,2025-03-06
NVDA,2025-03-14,790.0,put,0.01,0.01,0.220504,801,72,2025-03-06
NVDA,2025-04-11,700.0,call,174.0,183.47,0.209039,103,21,2025-03-03
AMZN,2025-03-28,165.0,call,29.84,31.25,0.220368,533,169,2025-03-04
NVDA,2025-03-28,1030.0,put,147.55,155.72,0.202515,170,47,2025-03-04
GOOGL,2025-03-28,170.0,call,6.57,6.74,0.188293,168,22,2025-03-06
AAPL,2025-04-25,180.0,call,9.0,9.26,0.206776,375,24,2025-03-07
NVDA,2025-03-07,855.0,call,22.0,22.55,0.230786,2607,731,2025-03-03
GOOGL,2025-04-18,180.0,call,3.05,3.13,0.199069,2786,899,2025-03-06
AMZN,2025-04-25,200.0,call,3.72,3.83,8.254591,65,15,2025-03-03
NVDA,2025-04-04,830.0,call,51.15,52.62,0.194376,4445,1965,2025-03-06
AAPL,2025-04-18,190.0,put,7.44,7.62,0.208549,81,17,2025-03-05
AMZN,2025-03-07,215.0,call,0.01,0.01,0.222393,247,106,2025-03-03
GOOGL,2025-03-07,145.0,put,0.01,0.01,0.245343,37,1,2025-03-05
AAPL,2025-03-14,180.0,call,5.54,5.69,0.207463,951,85,2025-03-07
NVDA,2025-04-11,940.0,call,3.09,3.2,0.183493,184,41,2025-03-06
NVDA,2025-03-07,855.0,put,1.75,1.8,0.229303,195,12,2025-03-03
NVDA,2025-04-18,965.0,call,2.53,2.62,0.19256,865,176,2025-03-03
GOOGL,2025-04-25,160.0,put,0.75,0.78,0.215244,653,331,2025-03-04
AAPL,2025-04-25,220.0,call,0.03,0.04,0.181241,743,144,2025-03-03
AMZN,2025-04-25,225.0,put,27.72,29.18,0.167821,489,43,2025-03-03
AMZN,2025-03-21,155.0,call,39.3,41.42,0.1941,312,77,2025-03-04
MSFT,2025-04-04,375.0,call,41.35,42.83,0.210684,145,68,2025-03-03
MSFT,2025-03-07,405.0,call,10.77,11.07,0.222884,93,12,2025-03-03
GOOGL,2025-03-21,205.0,put,28.87,30.23,0.207087,501,56,2025-03-05
AMZN,2025-04-11,230.0,put,32.95,34.62,0.180351,682,85,2025-03-03
GOOGL,2025-03-14,205.0,put,28.99,30.61,0.188646,1926,309,2025-03-07
GOOGL,2025-03-14,195.0,call,0.01,0.01,0.201081,2872,691,2025-03-07
GOOGL,2025-04-11,160.0,put,0.39,0.41,0.216601,2287,1340,2025-03-07
AMZN,2025-04-11,210.0,call,1.11,1.14,0.218292,168,26,2025-03-06
MSFT,2025-04-18,500.0,put,80.04,84.28,0.192986,294,139,2025-03-07
AMZN,2025-03-14,160.0,call,34.29,36.06,0.230718,839,362,2025-03-06
NVDA,2025-04-25,1050.0,put,162.11,173.08,0.168208,20,3,2025-03-04
MSFT,2025-04-11,465.0,call,0.76,0.79,0.213018,915,74,2025-03-03
NVDA,2025-05-02,745.0,call,132.67,139.55,0.206187,426,40,2025-03-07
GOOGL,2025-04-18,195.0,call,0.46,0.48,0.214057,1632,255,2025-03-07
AAPL,2025-04-18,195.0,put,,10.85,0.196641,91,14,2025-03-06
AMZN,2025-03-21,155.0,put,0.01,0.01,0.210954,278,58,2025-03-07
NVDA,2025-03-28,790.0,call,85.63,89.98,0.205712,646,135,2025-03-05
AMZN,2025-04-11,230.0,call,0.02,0.02,0.191476,452,71,2025-03-03
NVDA,2025-03-14,855.0,call,26.44,25.75,0.224985,61,14,2025-03-04
MSFT,2025-04-18,340.0,put,0.03,0.03,0.222471,389,29,2025-03-07
GOOGL,2025-03-21,150.0,call,24.77,25.89,0.218735,1372,289,2025-03-05
MSFT,2025-04-11,425.0,call,8.02,8.22,0.212661,282,36,2025-03-03
AMZN,2025-03-14,210.0,call,0.02,0.02,0.229453,1179,438,2025-03-07
AMZN,2025-04-18,190.0,put,3.24,3.33,0.220791,634,182,2025-03-05
AMZN,2025-03-21,190.0,call,6.55,6.74,0.210402,571,70,2025-03-06
MSFT,2025-03-07,465.0,put,48.65,50.84,0.216656,46,5,2025-03-03
AMZN,2025-04-18,235.0,put,37.57,39.75,0.182466,283,21,2025-03-07
NVDA,2025-04-04,745.0,call,130.37,136.1,0.219484,831,315,2025-03-04
NVDA,2025-03-28,745.0,put,0.01,0.01,0.211388,215,127,2025-03-05
